05:41:42.219 [__MAIN__] INFO     Starting ED Autopilot V1.7.0.
05:41:43.305 [EDJOURNAL] DEBUG    Journal*.log: read: 180 ship: {'time': 29, 'odyssey': True, 'status': 'starting_supercruise', 'type': 'cutter', 'location': 'Col 285 Sector OC-V d2-65', 'star_class': None, 'target': 'HIP 24291', 'fighter_destroyed': False, 'shieldsup': True, 'under_attack': None, 'interdicted': False, 'no_dock_reason': 'Distance', 'mission_completed': 0, 'mission_redirected': 0, 'body': 'Col 285 Sector OC-V d2-65 4 a', 'dist_jumped': 0, 'jumps_remains': 8, 'fuel_capacity': 64.0, 'fuel_level': 31.520004, 'fuel_percent': 49, 'is_scooping': False, 'cur_star_system': 'Col 285 Sector OC-V d2-65', 'cur_station': 'De Landing', 'cur_station_type': 'Coriolis', 'cargo_capacity': 704, 'ship_size': 'L', 'has_fuel_scoop': False, 'SupercruiseDestinationDrop_type': None, 'has_adv_dock_comp': True, 'has_std_dock_comp': False, 'has_sco_fsd': False, 'StationServices': ['dock', 'autodock', 'commodities', 'contacts', 'missions', 'outfitting', 'crewlounge', 'rearm', 'refuel', 'repair', 'shipyard', 'engineer', 'missionsgenerated', 'facilitator', 'flightcontroller', 'stationoperations', 'powerplay', 'searchrescue', 'stationMenu', 'shop', 'livery', 'socialspace', 'registeringcolonisation'], 'target_latitude': -6.721951, 'target_longitude': 127.745811, 'target_altitude': None}
05:41:43.305 [EDJOURNAL] DEBUG    Journal*.log: read: 181 ship: {'time': 29, 'odyssey': True, 'status': 'in_supercruise', 'type': 'cutter', 'location': 'Col 285 Sector OC-V d2-65', 'star_class': None, 'target': 'HIP 24291', 'fighter_destroyed': False, 'shieldsup': True, 'under_attack': None, 'interdicted': False, 'no_dock_reason': 'Distance', 'mission_completed': 0, 'mission_redirected': 0, 'body': 'Col 285 Sector OC-V d2-65 4 a', 'dist_jumped': 0, 'jumps_remains': 8, 'fuel_capacity': 64.0, 'fuel_level': 31.520004, 'fuel_percent': 49, 'is_scooping': False, 'cur_star_system': 'Col 285 Sector OC-V d2-65', 'cur_station': 'De Landing', 'cur_station_type': 'Coriolis', 'cargo_capacity': 704, 'ship_size': 'L', 'has_fuel_scoop': False, 'SupercruiseDestinationDrop_type': None, 'has_adv_dock_comp': True, 'has_std_dock_comp': False, 'has_sco_fsd': False, 'StationServices': ['dock', 'autodock', 'commodities', 'contacts', 'missions', 'outfitting', 'crewlounge', 'rearm', 'refuel', 'repair', 'shipyard', 'engineer', 'missionsgenerated', 'facilitator', 'flightcontroller', 'stationoperations', 'powerplay', 'searchrescue', 'stationMenu', 'shop', 'livery', 'socialspace', 'registeringcolonisation'], 'target_latitude': -6.721951, 'target_longitude': 127.745811, 'target_altitude': None}
05:41:43.305 [EDJOURNAL] DEBUG    Journal*.log: read: 186 ship: {'time': 29, 'odyssey': True, 'status': 'in_supercruise', 'type': 'cutter', 'location': 'Col 285 Sector OC-V d2-65', 'star_class': None, 'target': None, 'fighter_destroyed': False, 'shieldsup': True, 'under_attack': None, 'interdicted': False, 'no_dock_reason': 'Distance', 'mission_completed': 0, 'mission_redirected': 0, 'body': 'Col 285 Sector OC-V d2-65 4 a', 'dist_jumped': 0, 'jumps_remains': 0, 'fuel_capacity': 64.0, 'fuel_level': 31.520004, 'fuel_percent': 49, 'is_scooping': False, 'cur_star_system': 'Col 285 Sector OC-V d2-65', 'cur_station': 'De Landing', 'cur_station_type': 'Coriolis', 'cargo_capacity': 704, 'ship_size': 'L', 'has_fuel_scoop': False, 'SupercruiseDestinationDrop_type': None, 'has_adv_dock_comp': True, 'has_std_dock_comp': False, 'has_sco_fsd': False, 'StationServices': ['dock', 'autodock', 'commodities', 'contacts', 'missions', 'outfitting', 'crewlounge', 'rearm', 'refuel', 'repair', 'shipyard', 'engineer', 'missionsgenerated', 'facilitator', 'flightcontroller', 'stationoperations', 'powerplay', 'searchrescue', 'stationMenu', 'shop', 'livery', 'socialspace', 'registeringcolonisation'], 'target_latitude': -6.721951, 'target_longitude': 127.745811, 'target_altitude': None}
05:41:43.306 [EDJOURNAL] DEBUG    Journal*.log: read: 191 ship: {'time': 29, 'odyssey': True, 'status': 'in_space', 'type': 'cutter', 'location': 'Col 285 Sector OC-V d2-65', 'star_class': None, 'target': None, 'fighter_destroyed': False, 'shieldsup': True, 'under_attack': None, 'interdicted': False, 'no_dock_reason': 'Distance', 'mission_completed': 0, 'mission_redirected': 0, 'body': 'Col 285 Sector OC-V d2-65 4 a', 'dist_jumped': 0, 'jumps_remains': 0, 'fuel_capacity': 64.0, 'fuel_level': 31.520004, 'fuel_percent': 49, 'is_scooping': False, 'cur_star_system': 'Col 285 Sector OC-V d2-65', 'cur_station': 'De Landing', 'cur_station_type': 'Coriolis', 'cargo_capacity': 704, 'ship_size': 'L', 'has_fuel_scoop': False, 'SupercruiseDestinationDrop_type': None, 'has_adv_dock_comp': True, 'has_std_dock_comp': False, 'has_sco_fsd': False, 'StationServices': ['dock', 'autodock', 'commodities', 'contacts', 'missions', 'outfitting', 'crewlounge', 'rearm', 'refuel', 'repair', 'shipyard', 'engineer', 'missionsgenerated', 'facilitator', 'flightcontroller', 'stationoperations', 'powerplay', 'searchrescue', 'stationMenu', 'shop', 'livery', 'socialspace', 'registeringcolonisation'], 'target_latitude': -6.721951, 'target_longitude': 127.745811, 'target_altitude': None}
05:41:43.390 [EDJOURNAL] DEBUG    Journal*.log: read: 200 ship: {'time': 29, 'odyssey': True, 'status': 'in_space', 'type': 'cutter', 'location': 'Col 285 Sector OC-V d2-65', 'star_class': None, 'target': None, 'fighter_destroyed': False, 'shieldsup': True, 'under_attack': None, 'interdicted': False, 'no_dock_reason': 'Distance', 'mission_completed': 0, 'mission_redirected': 0, 'body': 'Col 285 Sector OC-V d2-65 4 a', 'dist_jumped': 0, 'jumps_remains': 0, 'fuel_capacity': 64.0, 'fuel_level': 31.520004, 'fuel_percent': 49, 'is_scooping': False, 'cur_star_system': 'Col 285 Sector OC-V d2-65', 'cur_station': 'De Landing', 'cur_station_type': 'Coriolis', 'cargo_capacity': 704, 'ship_size': 'L', 'has_fuel_scoop': False, 'SupercruiseDestinationDrop_type': None, 'has_adv_dock_comp': True, 'has_std_dock_comp': False, 'has_sco_fsd': False, 'StationServices': ['dock', 'autodock', 'commodities', 'contacts', 'missions', 'outfitting', 'crewlounge', 'rearm', 'refuel', 'repair', 'shipyard', 'engineer', 'missionsgenerated', 'facilitator', 'flightcontroller', 'stationoperations', 'powerplay', 'searchrescue', 'stationMenu', 'shop', 'livery', 'socialspace', 'registeringcolonisation'], 'target_latitude': -6.72195, 'target_longitude': 127.745811, 'target_altitude': None}
05:41:43.396 [EDJOURNAL] DEBUG    Journal*.log: read: 205 ship: {'time': 29, 'odyssey': True, 'status': 'starting_supercruise', 'type': 'cutter', 'location': 'Col 285 Sector OC-V d2-65', 'star_class': None, 'target': None, 'fighter_destroyed': False, 'shieldsup': True, 'under_attack': None, 'interdicted': False, 'no_dock_reason': 'Distance', 'mission_completed': 0, 'mission_redirected': 0, 'body': 'Col 285 Sector OC-V d2-65 4 a', 'dist_jumped': 0, 'jumps_remains': 0, 'fuel_capacity': 64.0, 'fuel_level': 31.520004, 'fuel_percent': 49, 'is_scooping': False, 'cur_star_system': 'Col 285 Sector OC-V d2-65', 'cur_station': 'De Landing', 'cur_station_type': 'Coriolis', 'cargo_capacity': 704, 'ship_size': 'L', 'has_fuel_scoop': False, 'SupercruiseDestinationDrop_type': None, 'has_adv_dock_comp': True, 'has_std_dock_comp': False, 'has_sco_fsd': False, 'StationServices': ['dock', 'autodock', 'commodities', 'contacts', 'missions', 'outfitting', 'crewlounge', 'rearm', 'refuel', 'repair', 'shipyard', 'engineer', 'missionsgenerated', 'facilitator', 'flightcontroller', 'stationoperations', 'powerplay', 'searchrescue', 'stationMenu', 'shop', 'livery', 'socialspace', 'registeringcolonisation'], 'target_latitude': -6.72195, 'target_longitude': 127.745811, 'target_altitude': None}
05:41:43.408 [EDJOURNAL] DEBUG    Journal*.log: read: 207 ship: {'time': 29, 'odyssey': True, 'status': 'in_supercruise', 'type': 'cutter', 'location': 'Col 285 Sector OC-V d2-65', 'star_class': None, 'target': None, 'fighter_destroyed': False, 'shieldsup': True, 'under_attack': None, 'interdicted': False, 'no_dock_reason': 'Distance', 'mission_completed': 0, 'mission_redirected': 0, 'body': 'Col 285 Sector OC-V d2-65 4 a', 'dist_jumped': 0, 'jumps_remains': 0, 'fuel_capacity': 64.0, 'fuel_level': 31.520004, 'fuel_percent': 49, 'is_scooping': False, 'cur_star_system': 'Col 285 Sector OC-V d2-65', 'cur_station': 'De Landing', 'cur_station_type': 'Coriolis', 'cargo_capacity': 704, 'ship_size': 'L', 'has_fuel_scoop': False, 'SupercruiseDestinationDrop_type': None, 'has_adv_dock_comp': True, 'has_std_dock_comp': False, 'has_sco_fsd': False, 'StationServices': ['dock', 'autodock', 'commodities', 'contacts', 'missions', 'outfitting', 'crewlounge', 'rearm', 'refuel', 'repair', 'shipyard', 'engineer', 'missionsgenerated', 'facilitator', 'flightcontroller', 'stationoperations', 'powerplay', 'searchrescue', 'stationMenu', 'shop', 'livery', 'socialspace', 'registeringcolonisation'], 'target_latitude': -6.72195, 'target_longitude': 127.745811, 'target_altitude': None}
05:41:43.408 [EDJOURNAL] DEBUG    Journal*.log: read: 219 ship: {'time': 29, 'odyssey': True, 'status': 'in_supercruise', 'type': 'cutter', 'location': 'Col 285 Sector OC-V d2-65', 'star_class': None, 'target': None, 'fighter_destroyed': False, 'shieldsup': True, 'under_attack': None, 'interdicted': False, 'no_dock_reason': 'Distance', 'mission_completed': 0, 'mission_redirected': 0, 'body': 'Col 285 Sector OC-V d2-65 4 a', 'dist_jumped': 0, 'jumps_remains': 0, 'fuel_capacity': 64.0, 'fuel_level': 31.520004, 'fuel_percent': 49, 'is_scooping': False, 'cur_star_system': 'Col 285 Sector OC-V d2-65', 'cur_station': 'De Landing', 'cur_station_type': 'Coriolis', 'cargo_capacity': 704, 'ship_size': 'L', 'has_fuel_scoop': False, 'SupercruiseDestinationDrop_type': None, 'has_adv_dock_comp': True, 'has_std_dock_comp': False, 'has_sco_fsd': False, 'StationServices': ['dock', 'autodock', 'commodities', 'contacts', 'missions', 'outfitting', 'crewlounge', 'rearm', 'refuel', 'repair', 'shipyard', 'engineer', 'missionsgenerated', 'facilitator', 'flightcontroller', 'stationoperations', 'powerplay', 'searchrescue', 'stationMenu', 'shop', 'livery', 'socialspace', 'registeringcolonisation'], 'target_latitude': -6.721951, 'target_longitude': 127.745811, 'target_altitude': None}
05:41:43.409 [EDJOURNAL] DEBUG    Journal*.log: read: 220 ship: {'time': 29, 'odyssey': True, 'status': 'in_space', 'type': 'cutter', 'location': 'Col 285 Sector OC-V d2-65', 'star_class': None, 'target': None, 'fighter_destroyed': False, 'shieldsup': True, 'under_attack': None, 'interdicted': False, 'no_dock_reason': 'Distance', 'mission_completed': 0, 'mission_redirected': 0, 'body': 'Col 285 Sector OC-V d2-65 4 a', 'dist_jumped': 0, 'jumps_remains': 0, 'fuel_capacity': 64.0, 'fuel_level': 31.520004, 'fuel_percent': 49, 'is_scooping': False, 'cur_star_system': 'Col 285 Sector OC-V d2-65', 'cur_station': 'De Landing', 'cur_station_type': 'Coriolis', 'cargo_capacity': 704, 'ship_size': 'L', 'has_fuel_scoop': False, 'SupercruiseDestinationDrop_type': None, 'has_adv_dock_comp': True, 'has_std_dock_comp': False, 'has_sco_fsd': False, 'StationServices': ['dock', 'autodock', 'commodities', 'contacts', 'missions', 'outfitting', 'crewlounge', 'rearm', 'refuel', 'repair', 'shipyard', 'engineer', 'missionsgenerated', 'facilitator', 'flightcontroller', 'stationoperations', 'powerplay', 'searchrescue', 'stationMenu', 'shop', 'livery', 'socialspace', 'registeringcolonisation'], 'target_latitude': -6.721951, 'target_longitude': 127.745811, 'target_altitude': None}
05:41:43.409 [EDJOURNAL] DEBUG    Journal*.log: read: 232 ship: {'time': 29, 'odyssey': True, 'status': 'starting_supercruise', 'type': 'cutter', 'location': 'Col 285 Sector OC-V d2-65', 'star_class': None, 'target': None, 'fighter_destroyed': False, 'shieldsup': True, 'under_attack': None, 'interdicted': False, 'no_dock_reason': 'Distance', 'mission_completed': 0, 'mission_redirected': 0, 'body': 'Col 285 Sector OC-V d2-65 4 a', 'dist_jumped': 0, 'jumps_remains': 0, 'fuel_capacity': 64.0, 'fuel_level': 31.520004, 'fuel_percent': 49, 'is_scooping': False, 'cur_star_system': 'Col 285 Sector OC-V d2-65', 'cur_station': 'De Landing', 'cur_station_type': 'Coriolis', 'cargo_capacity': 704, 'ship_size': 'L', 'has_fuel_scoop': False, 'SupercruiseDestinationDrop_type': None, 'has_adv_dock_comp': True, 'has_std_dock_comp': False, 'has_sco_fsd': False, 'StationServices': ['dock', 'autodock', 'commodities', 'contacts', 'missions', 'outfitting', 'crewlounge', 'rearm', 'refuel', 'repair', 'shipyard', 'engineer', 'missionsgenerated', 'facilitator', 'flightcontroller', 'stationoperations', 'powerplay', 'searchrescue', 'stationMenu', 'shop', 'livery', 'socialspace', 'registeringcolonisation'], 'target_latitude': -6.721951, 'target_longitude': 127.745811, 'target_altitude': None}
05:41:43.409 [EDJOURNAL] DEBUG    Journal*.log: read: 233 ship: {'time': 29, 'odyssey': True, 'status': 'in_supercruise', 'type': 'cutter', 'location': 'Col 285 Sector OC-V d2-65', 'star_class': None, 'target': None, 'fighter_destroyed': False, 'shieldsup': True, 'under_attack': None, 'interdicted': False, 'no_dock_reason': 'Distance', 'mission_completed': 0, 'mission_redirected': 0, 'body': 'Col 285 Sector OC-V d2-65 4 a', 'dist_jumped': 0, 'jumps_remains': 0, 'fuel_capacity': 64.0, 'fuel_level': 31.520004, 'fuel_percent': 49, 'is_scooping': False, 'cur_star_system': 'Col 285 Sector OC-V d2-65', 'cur_station': 'De Landing', 'cur_station_type': 'Coriolis', 'cargo_capacity': 704, 'ship_size': 'L', 'has_fuel_scoop': False, 'SupercruiseDestinationDrop_type': None, 'has_adv_dock_comp': True, 'has_std_dock_comp': False, 'has_sco_fsd': False, 'StationServices': ['dock', 'autodock', 'commodities', 'contacts', 'missions', 'outfitting', 'crewlounge', 'rearm', 'refuel', 'repair', 'shipyard', 'engineer', 'missionsgenerated', 'facilitator', 'flightcontroller', 'stationoperations', 'powerplay', 'searchrescue', 'stationMenu', 'shop', 'livery', 'socialspace', 'registeringcolonisation'], 'target_latitude': -6.721951, 'target_longitude': 127.745811, 'target_altitude': None}
05:41:43.409 [EDJOURNAL] DEBUG    Journal*.log: read: 242 ship: {'time': 29, 'odyssey': True, 'status': 'in_space', 'type': 'cutter', 'location': 'Col 285 Sector OC-V d2-65', 'star_class': None, 'target': None, 'fighter_destroyed': False, 'shieldsup': True, 'under_attack': None, 'interdicted': False, 'no_dock_reason': 'Distance', 'mission_completed': 0, 'mission_redirected': 0, 'body': 'Col 285 Sector OC-V d2-65 4 a', 'dist_jumped': 0, 'jumps_remains': 0, 'fuel_capacity': 64.0, 'fuel_level': 31.520004, 'fuel_percent': 49, 'is_scooping': False, 'cur_star_system': 'Col 285 Sector OC-V d2-65', 'cur_station': 'De Landing', 'cur_station_type': 'Coriolis', 'cargo_capacity': 704, 'ship_size': 'L', 'has_fuel_scoop': False, 'SupercruiseDestinationDrop_type': None, 'has_adv_dock_comp': True, 'has_std_dock_comp': False, 'has_sco_fsd': False, 'StationServices': ['dock', 'autodock', 'commodities', 'contacts', 'missions', 'outfitting', 'crewlounge', 'rearm', 'refuel', 'repair', 'shipyard', 'engineer', 'missionsgenerated', 'facilitator', 'flightcontroller', 'stationoperations', 'powerplay', 'searchrescue', 'stationMenu', 'shop', 'livery', 'socialspace', 'registeringcolonisation'], 'target_latitude': -6.721951, 'target_longitude': 127.745811, 'target_altitude': None}
05:41:43.410 [EDJOURNAL] DEBUG    Journal*.log: read: 249 ship: {'time': 29, 'odyssey': True, 'status': 'starting_supercruise', 'type': 'cutter', 'location': 'Col 285 Sector OC-V d2-65', 'star_class': None, 'target': None, 'fighter_destroyed': False, 'shieldsup': True, 'under_attack': None, 'interdicted': False, 'no_dock_reason': 'Distance', 'mission_completed': 0, 'mission_redirected': 0, 'body': 'Col 285 Sector OC-V d2-65 4 a', 'dist_jumped': 0, 'jumps_remains': 0, 'fuel_capacity': 64.0, 'fuel_level': 31.520004, 'fuel_percent': 49, 'is_scooping': False, 'cur_star_system': 'Col 285 Sector OC-V d2-65', 'cur_station': 'De Landing', 'cur_station_type': 'Coriolis', 'cargo_capacity': 704, 'ship_size': 'L', 'has_fuel_scoop': False, 'SupercruiseDestinationDrop_type': None, 'has_adv_dock_comp': True, 'has_std_dock_comp': False, 'has_sco_fsd': False, 'StationServices': ['dock', 'autodock', 'commodities', 'contacts', 'missions', 'outfitting', 'crewlounge', 'rearm', 'refuel', 'repair', 'shipyard', 'engineer', 'missionsgenerated', 'facilitator', 'flightcontroller', 'stationoperations', 'powerplay', 'searchrescue', 'stationMenu', 'shop', 'livery', 'socialspace', 'registeringcolonisation'], 'target_latitude': -6.721951, 'target_longitude': 127.745811, 'target_altitude': None}
05:41:43.410 [EDJOURNAL] DEBUG    Journal*.log: read: 250 ship: {'time': 29, 'odyssey': True, 'status': 'in_supercruise', 'type': 'cutter', 'location': 'Col 285 Sector OC-V d2-65', 'star_class': None, 'target': None, 'fighter_destroyed': False, 'shieldsup': True, 'under_attack': None, 'interdicted': False, 'no_dock_reason': 'Distance', 'mission_completed': 0, 'mission_redirected': 0, 'body': 'Col 285 Sector OC-V d2-65 4 a', 'dist_jumped': 0, 'jumps_remains': 0, 'fuel_capacity': 64.0, 'fuel_level': 31.520004, 'fuel_percent': 49, 'is_scooping': False, 'cur_star_system': 'Col 285 Sector OC-V d2-65', 'cur_station': 'De Landing', 'cur_station_type': 'Coriolis', 'cargo_capacity': 704, 'ship_size': 'L', 'has_fuel_scoop': False, 'SupercruiseDestinationDrop_type': None, 'has_adv_dock_comp': True, 'has_std_dock_comp': False, 'has_sco_fsd': False, 'StationServices': ['dock', 'autodock', 'commodities', 'contacts', 'missions', 'outfitting', 'crewlounge', 'rearm', 'refuel', 'repair', 'shipyard', 'engineer', 'missionsgenerated', 'facilitator', 'flightcontroller', 'stationoperations', 'powerplay', 'searchrescue', 'stationMenu', 'shop', 'livery', 'socialspace', 'registeringcolonisation'], 'target_latitude': -6.721951, 'target_longitude': 127.745811, 'target_altitude': None}
05:41:43.410 [comtypes.client._create] DEBUG    SAPI.SPVoice -> {96749377-3391-11D2-9EE3-00C04F797396}
05:41:43.410 [comtypes.client._create] DEBUG    CoCreateInstance({96749377-3391-11D2-9EE3-00C04F797396}, clsctx=None, interface=None)
05:41:43.412 [EDKEYS] INFO     Latest keybindings file:C:\Users\Acer Nitro\AppData\Local\Frontier Developments\Elite Dangerous\Options\Bindings\Custom.4.2.binds
05:41:43.417 [comtypes.client._managing] DEBUG    GetBestInterface(<POINTER(IUnknown) ptr=0x2312ffdb600 at 23163fa4150>)
05:41:43.417 [EDKEYS] INFO     Latest keybindings file:C:\Users\Acer Nitro\AppData\Local\Frontier Developments\Elite Dangerous\Options\Bindings\Custom.4.2.binds
05:41:43.417 [comtypes.client._managing] DEBUG    Does implement IProvideClassInfo
05:41:43.423 [comtypes.client._managing] DEBUG    Default interface is {269316D8-57BD-11D2-9EEE-00C04F797396}
05:41:43.423 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(IUnknown) ptr=0x2312ffdb640 at 2316f7f6f50>
05:41:43.423 [comtypes.client._generate] DEBUG    GetModule(TLIBATTR(GUID={C866CA3A-32F7-11D2-9602-00C04F8EE628}, Version=5.4, LCID=0, FLags=0x8))
05:41:43.424 [comtypes.client._managing] DEBUG    Implements default interface from typeinfo <class 'comtypes.gen._C866CA3A_32F7_11D2_9602_00C04F8EE628_0_5_4.ISpeechVoice'>
05:41:43.424 [comtypes.client._managing] DEBUG    Final result is <POINTER(ISpeechVoice) ptr=0x2312ffdb640 at 2316f7f6fd0>
05:41:43.424 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(IProvideClassInfo) ptr=0x2312ffdb660 at 2316f7d7ed0>
05:41:43.424 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(ITypeInfo) ptr=0x2316c172048 at 2316f7d7e50>
05:41:43.424 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(ITypeInfo) ptr=0x2316c1720a0 at 2316f7f7150>
05:41:43.424 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(ITypeLib) ptr=0x2316b7d8800 at 2316f7f6f50>
05:41:43.424 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(IUnknown) ptr=0x2312ffdb600 at 23163fa4150>
05:41:43.424 [comtypes.client._events] DEBUG    <POINTER(ISpeechVoice) ptr=0x2312ffdb640 at 2316f7f6fd0> using sinkinterface from clsid <class 'comtypes.gen._C866CA3A_32F7_11D2_9602_00C04F8EE628_0_5_4._ISpeechVoiceEvents'>
05:41:43.423 [EDKEYS] INFO     	get_bindings_<YawLeftButton>={'key': 30, 'mods': []} Key: <Key_A> Mod: < >
05:41:43.424 [comtypes._post_coinit.unknwn] DEBUG    Release <POINTER(IProvideClassInfo2) ptr=0x2312ffdb660 at 23163fa4150>
05:41:43.425 [comtypes._vtbl] DEBUG    <comtypes.client._events.CreateEventReceiver.<locals>.Sink object at 0x0000023163F96E50>: _ISpeechVoiceEvents.VoiceChange not implemented
05:41:43.425 [comtypes._vtbl] DEBUG    <comtypes.client._events.CreateEventReceiver.<locals>.Sink object at 0x0000023163F96E50>: _ISpeechVoiceEvents.Bookmark not implemented
05:41:43.424 [EDKEYS] INFO     	get_bindings_<YawRightButton>={'key': 32, 'mods': []} Key: <Key_D> Mod: < >
05:41:43.425 [comtypes._vtbl] DEBUG    <comtypes.client._events.CreateEventReceiver.<locals>.Sink object at 0x0000023163F96E50>: _ISpeechVoiceEvents.Word not implemented
05:41:43.425 [comtypes._vtbl] DEBUG    <comtypes.client._events.CreateEventReceiver.<locals>.Sink object at 0x0000023163F96E50>: _ISpeechVoiceEvents.Sentence not implemented
05:41:43.425 [comtypes._vtbl] DEBUG    <comtypes.client._events.CreateEventReceiver.<locals>.Sink object at 0x0000023163F96E50>: _ISpeechVoiceEvents.Phoneme not implemented
05:41:43.425 [EDKEYS] INFO     	get_bindings_<RollLeftButton>={'key': 30, 'mods': [56]} Key: <Key_A> Mod: <Key_LeftAlt>
05:41:43.425 [comtypes._vtbl] DEBUG    <comtypes.client._events.CreateEventReceiver.<locals>.Sink object at 0x0000023163F96E50>: _ISpeechVoiceEvents.Viseme not implemented
05:41:43.425 [EDKEYS] INFO     	get_bindings_<RollRightButton>={'key': 32, 'mods': [56]} Key: <Key_D> Mod: <Key_LeftAlt>
05:41:43.425 [comtypes._vtbl] DEBUG    <comtypes.client._events.CreateEventReceiver.<locals>.Sink object at 0x0000023163F96E50>: _ISpeechVoiceEvents.AudioLevel not implemented
05:41:43.426 [comtypes._vtbl] DEBUG    <comtypes.client._events.CreateEventReceiver.<locals>.Sink object at 0x0000023163F96E50>: _ISpeechVoiceEvents.EnginePrivate not implemented
05:41:43.426 [EDKEYS] INFO     	get_bindings_<PitchUpButton>={'key': 17, 'mods': [56]} Key: <Key_W> Mod: <Key_LeftAlt>
05:41:43.426 [comtypes.client._events] DEBUG    Start advise <class 'comtypes.gen._C866CA3A_32F7_11D2_9602_00C04F8EE628_0_5_4._ISpeechVoiceEvents'>
05:41:43.426 [EDKEYS] INFO     	get_bindings_<PitchDownButton>={'key': 31, 'mods': [56]} Key: <Key_S> Mod: <Key_LeftAlt>
05:41:43.426 [comtypes._comobject] DEBUG    <comtypes.client._events.CreateEventReceiver.<locals>.Sink object at 0x0000023163F96E50>.QueryInterface({A372ACD1-3BEF-4BBD-8FFB-CB3E2B416AF8}) -> S_OK
05:41:43.426 [EDKEYS] INFO     	get_bindings_<SetSpeedZero>={'key': 45, 'mods': []} Key: <Key_X> Mod: < >
05:41:43.426 [comtypes._comobject] DEBUG    1 active COM objects: Added   <comtypes.client._events.CreateEventReceiver.<locals>.Sink object at 0x0000023163F96E50>
05:41:43.426 [EDKEYS] INFO     	get_bindings_<SetSpeed50>={'key': 61, 'mods': []} Key: <Key_F3> Mod: < >
05:41:43.426 [comtypes._comobject] DEBUG    <comtypes.client._events.CreateEventReceiver.<locals>.Sink object at 0x0000023163F96E50>.AddRef() -> 1
05:41:43.426 [EDKEYS] INFO     	get_bindings_<SetSpeed100>={'key': 63, 'mods': []} Key: <Key_F5> Mod: < >
05:41:43.426 [EDKEYS] INFO     	get_bindings_<HyperSuperCombination>={'key': 36, 'mods': []} Key: <Key_J> Mod: < >
05:41:43.426 [EDKEYS] INFO     	get_bindings_<SelectTarget>={'key': 20, 'mods': []} Key: <Key_T> Mod: < >
05:41:43.427 [EDKEYS] INFO     	get_bindings_<DeployHeatSink>={'key': 22, 'mods': [56]} Key: <Key_U> Mod: <Key_LeftAlt>
05:41:43.427 [EDKEYS] INFO     	get_bindings_<UIFocus>={'key': 42, 'mods': []} Key: <Key_LeftShift> Mod: < >
05:41:43.427 [EDKEYS] INFO     	get_bindings_<UI_Up>={'key': 200, 'mods': []} Key: <Key_UpArrow> Mod: < >
05:41:43.427 [EDKEYS] INFO     	get_bindings_<UI_Down>={'key': 208, 'mods': []} Key: <Key_DownArrow> Mod: < >
05:41:43.427 [EDKEYS] INFO     	get_bindings_<UI_Left>={'key': 203, 'mods': []} Key: <Key_LeftArrow> Mod: < >
05:41:43.427 [EDKEYS] INFO     	get_bindings_<UI_Right>={'key': 205, 'mods': []} Key: <Key_RightArrow> Mod: < >
05:41:43.427 [EDKEYS] INFO     	get_bindings_<UI_Select>={'key': 57, 'mods': []} Key: <Key_Space> Mod: < >
05:41:43.427 [EDKEYS] INFO     	get_bindings_<UI_Back>={'key': 14, 'mods': []} Key: <Key_Backspace> Mod: < >
05:41:43.427 [EDKEYS] INFO     	get_bindings_<CycleNextPanel>={'key': 18, 'mods': []} Key: <Key_E> Mod: < >
05:41:43.427 [EDKEYS] INFO     	get_bindings_<HeadLookReset>={'key': 41, 'mods': [29]} Key: <Key_Grave> Mod: <Key_LeftControl>
05:41:43.427 [EDKEYS] INFO     	get_bindings_<PrimaryFire>={'key': 8, 'mods': []} Key: <Key_7> Mod: < >
05:41:43.427 [EDKEYS] INFO     	get_bindings_<SecondaryFire>={'key': 9, 'mods': []} Key: <Key_8> Mod: < >
05:41:43.429 [EDKEYS] INFO     	get_bindings_<ExplorationFSSEnter>={'key': 64, 'mods': []} Key: <Key_F6> Mod: < >
05:41:43.429 [EDKEYS] INFO     	get_bindings_<ExplorationFSSQuit>={'key': 65, 'mods': []} Key: <Key_F7> Mod: < >
05:41:43.429 [EDKEYS] INFO     	get_bindings_<MouseReset>={'key': 53, 'mods': []} Key: <Key_Slash> Mod: < >
05:41:43.429 [EDKEYS] INFO     	get_bindings_<DeployHardpointToggle>={'key': 22, 'mods': []} Key: <Key_U> Mod: < >
05:41:43.429 [EDKEYS] INFO     	get_bindings_<IncreaseEnginesPower>={'key': 200, 'mods': [29]} Key: <Key_UpArrow> Mod: <Key_LeftControl>
05:41:43.429 [EDKEYS] INFO     	get_bindings_<IncreaseWeaponsPower>={'key': 203, 'mods': [29]} Key: <Key_LeftArrow> Mod: <Key_LeftControl>
05:41:43.429 [EDKEYS] INFO     	get_bindings_<IncreaseSystemsPower>={'key': 205, 'mods': [29]} Key: <Key_RightArrow> Mod: <Key_LeftControl>
05:41:43.429 [EDKEYS] INFO     	get_bindings_<GalaxyMapOpen>={'key': 50, 'mods': [56]} Key: <Key_M> Mod: <Key_LeftAlt>
